                 Step     Time          Energy          fmax
LBFGSLineSearch:   12 16:55:38     -906.485508        0.138977
LBFGSLineSearch:   13 16:55:39     -906.499803        0.196012
LBFGSLineSearch:   14 16:55:40     -906.520447        0.175015
LBFGSLineSearch:   15 16:55:41     -906.551176        0.221660
LBFGSLineSearch:   16 16:55:42     -906.610505        0.117282
LBFGSLineSearch:   17 16:55:43     -906.626011        0.146694
LBFGSLineSearch:   18 16:55:44     -906.668040        0.121440
LBFGSLineSearch:   19 16:55:45     -906.687750        0.081380
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:55:45     -905.039526        0.734076
LBFGSLineSearch:    1 16:55:46     -905.787067        0.230222
LBFGSLineSearch:    2 16:55:47     -905.906726        0.223139
LBFGSLineSearch:    3 16:55:47     -905.964419        0.208165
LBFGSLineSearch:    4 16:55:48     -906.051859        0.182886
LBFGSLineSearch:    5 16:55:50     -906.128528        0.164530
LBFGSLineSearch:    6 16:55:50     -906.147800        0.187992
LBFGSLineSearch:    7 16:55:51     -906.201450        0.164772
LBFGSLineSearch:    8 16:55:53     -906.239474        0.172037
LBFGSLineSearch:    9 16:55:53     -906.250208        0.151773
LBFGSLineSearch:   10 16:55:54     -906.277208        0.146743
LBFGSLineSearch:   11 16:55:55     -906.287078        0.142699
LBFGSLineSearch:   12 16:55:57     -906.347649        0.195109
LBFGSLineSearch:   13 16:55:57     -906.375707        0.153806
LBFGSLineSearch:   14 16:55:58     -906.396883        0.128218
LBFGSLineSearch:   15 16:55:59     -906.410886        0.184515
LBFGSLineSearch:   16 16:56:00     -906.431916        0.230719
LBFGSLineSearch:   17 16:56:00     -906.487111        0.118551
LBFGSLineSearch:   18 16:56:01     -906.513345        0.147905
LBFGSLineSearch:   19 16:56:02     -906.547500        0.121839
LBFGSLineSearch:   20 16:56:03     -906.560082        0.096081
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:56:04     -905.250814        0.588927
LBFGSLineSearch:    1 16:56:05     -905.971849        0.229085
LBFGSLineSearch:    2 16:56:05     -906.087573        0.212626
LBFGSLineSearch:    3 16:56:06     -906.144356        0.174438
LBFGSLineSearch:    4 16:56:07     -906.229130        0.235549
LBFGSLineSearch:    5 16:56:08     -906.317132        0.164018
LBFGSLineSearch:    6 16:56:09     -906.345341        0.194268
LBFGSLineSearch:    7 16:56:10     -906.402234        0.166671
LBFGSLineSearch:    8 16:56:11     -906.443269        0.169138
LBFGSLineSearch:    9 16:56:12     -906.454112        0.148253
LBFGSLineSearch:   10 16:56:13     -906.481215        0.147103
LBFGSLineSearch:   11 16:56:14     -906.525954        0.228650
LBFGSLineSearch:   12 16:56:15     -906.546030        0.177312
LBFGSLineSearch:   13 16:56:15     -906.559150        0.165421
LBFGSLineSearch:   14 16:56:16     -906.579577        0.195650
LBFGSLineSearch:   15 16:56:17     -906.614364        0.195460
LBFGSLineSearch:   16 16:56:18     -906.676947        0.136818
LBFGSLineSearch:   17 16:56:19     -906.696695        0.128315
LBFGSLineSearch:   18 16:56:20     -906.743652        0.129011
LBFGSLineSearch:   19 16:56:21     -906.771052        0.148031
LBFGSLineSearch:   20 16:56:22     -906.780299        0.166294
LBFGSLineSearch:   21 16:56:23     -906.803268        0.057958
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:56:24     -904.559383        0.804485
LBFGSLineSearch:    1 16:56:25     -905.385980        0.242740
LBFGSLineSearch:    2 16:56:25     -905.499029        0.299839
LBFGSLineSearch:    3 16:56:26     -905.574224        0.300290
LBFGSLineSearch:    4 16:56:27     -905.690828        0.258641
LBFGSLineSearch:    5 16:56:28     -905.791581        0.247869
LBFGSLineSearch:    6 16:56:29     -905.811222        0.189049
LBFGSLineSearch:    7 16:56:30     -905.869686        0.177900
LBFGSLineSearch:    8 16:56:31     -905.886244        0.174228
LBFGSLineSearch:    9 16:56:32     -905.929541        0.169916
LBFGSLineSearch:   10 16:56:33     -905.942552        0.176830
LBFGSLineSearch:   11 16:56:34     -905.985012        0.156431
LBFGSLineSearch:   12 16:56:34     -905.999864        0.151030
LBFGSLineSearch:   13 16:56:35     -906.022721        0.171792
LBFGSLineSearch:   14 16:56:36     -906.088725        0.146439
LBFGSLineSearch:   15 16:56:37     -906.118903        0.176516
LBFGSLineSearch:   16 16:56:38     -906.151898        0.183296
LBFGSLineSearch:   17 16:56:39     -906.185072        0.123388
LBFGSLineSearch:   18 16:56:40     -906.224970        0.178978
LBFGSLineSearch:   19 16:56:41     -906.239276        0.104120
LBFGSLineSearch:   20 16:56:42     -906.272118        0.107334
LBFGSLineSearch:   21 16:56:42     -906.285567        0.163275
LBFGSLineSearch:   22 16:56:43     -906.301686        0.129360
LBFGSLineSearch:   23 16:56:44     -906.336721        0.178590
LBFGSLineSearch:   24 16:56:45     -906.370525        0.086983
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:56:46     -904.823337        0.750099
LBFGSLineSearch:    1 16:56:47     -905.607461        0.260051
LBFGSLineSearch:    2 16:56:47     -905.713512        0.350607
LBFGSLineSearch:    3 16:56:48     -905.783225        0.272561
LBFGSLineSearch:    4 16:56:49     -905.880869        0.233649
LBFGSLineSearch:    5 16:56:50     -905.977500        0.189810
LBFGSLineSearch:    6 16:56:51     -905.999597        0.194312
LBFGSLineSearch:    7 16:56:52     -906.063862        0.175785
LBFGSLineSearch:    8 16:56:53     -906.094128        0.170822
LBFGSLineSearch:    9 16:56:53     -906.115058        0.167977
LBFGSLineSearch:   10 16:56:54     -906.126157        0.166140
LBFGSLineSearch:   11 16:56:55     -906.143199        0.229478
LBFGSLineSearch:   12 16:56:56     -906.178112        0.151469
LBFGSLineSearch:   13 16:56:57     -906.247966        0.170693
LBFGSLineSearch:   14 16:56:58     -906.268055        0.151646
LBFGSLineSearch:   15 16:56:59     -906.313618        0.131459
LBFGSLineSearch:   16 16:57:00     -906.329062        0.146899
LBFGSLineSearch:   17 16:57:00     -906.354793        0.229585
LBFGSLineSearch:   18 16:57:01     -906.411704        0.137885
LBFGSLineSearch:   19 16:57:03     -906.454308        0.208936
LBFGSLineSearch:   20 16:57:03     -906.467385        0.165131
LBFGSLineSearch:   21 16:57:04     -906.502302        0.088458
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:57:05     -905.048747        0.600564
LBFGSLineSearch:    1 16:57:06     -905.805992        0.232232
LBFGSLineSearch:    2 16:57:06     -905.921315        0.285497
LBFGSLineSearch:    3 16:57:07     -905.988627        0.249572
LBFGSLineSearch:    4 16:57:08     -906.085253        0.255287
LBFGSLineSearch:    5 16:57:09     -906.184125        0.165547
LBFGSLineSearch:    6 16:57:10     -906.207879        0.194033
LBFGSLineSearch:    7 16:57:11     -906.272985        0.169965
LBFGSLineSearch:    8 16:57:12     -906.317689        0.173541
LBFGSLineSearch:    9 16:57:13     -906.330299        0.151929
LBFGSLineSearch:   10 16:57:14     -906.363291        0.148924
LBFGSLineSearch:   11 16:57:15     -906.376574        0.179323
LBFGSLineSearch:   12 16:57:16     -906.430880        0.141544
LBFGSLineSearch:   13 16:57:17     -906.451781        0.162426
LBFGSLineSearch:   14 16:57:18     -906.471735        0.168112
LBFGSLineSearch:   15 16:57:18     -906.511441        0.210422
LBFGSLineSearch:   16 16:57:20     -906.570714        0.131183
LBFGSLineSearch:   17 16:57:21     -906.591796        0.106371
LBFGSLineSearch:   18 16:57:21     -906.633898        0.124204
LBFGSLineSearch:   19 16:57:23     -906.664710        0.155015
LBFGSLineSearch:   20 16:57:24     -906.677733        0.143641
LBFGSLineSearch:   21 16:57:24     -906.701420        0.081920
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:57:25     -904.924506        0.763665
LBFGSLineSearch:    1 16:57:26     -905.697966        0.232934
LBFGSLineSearch:    2 16:57:26     -905.809939        0.302202
LBFGSLineSearch:    3 16:57:27     -905.875397        0.237968
LBFGSLineSearch:    4 16:57:28     -905.970936        0.186864
LBFGSLineSearch:    5 16:57:29     -906.064223        0.167621
LBFGSLineSearch:    6 16:57:30     -906.085668        0.193386
LBFGSLineSearch:    7 16:57:31     -906.147865        0.172118
LBFGSLineSearch:    8 16:57:32     -906.176978        0.170036
LBFGSLineSearch:    9 16:57:33     -906.196510        0.167941
LBFGSLineSearch:   10 16:57:34     -906.208133        0.202664
LBFGSLineSearch:   11 16:57:35     -906.238741        0.153983
LBFGSLineSearch:   12 16:57:35     -906.251119        0.194649
LBFGSLineSearch:   13 16:57:37     -906.312666        0.162703
LBFGSLineSearch:   14 16:57:38     -906.332361        0.141378
LBFGSLineSearch:   15 16:57:39     -906.377920        0.121990
LBFGSLineSearch:   16 16:57:39     -906.394826        0.201147
LBFGSLineSearch:   17 16:57:40     -906.451153        0.110436
LBFGSLineSearch:   18 16:57:41     -906.468758        0.141449
LBFGSLineSearch:   19 16:57:42     -906.488057        0.179039
LBFGSLineSearch:   20 16:57:43     -906.531997        0.159795
LBFGSLineSearch:   21 16:57:44     -906.567356        0.160288
LBFGSLineSearch:   22 16:57:45     -906.579579        0.173836
LBFGSLineSearch:   23 16:57:46     -906.605337        0.071232
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:57:46     -904.960039        0.735877
LBFGSLineSearch:    1 16:57:47     -905.725971        0.232175
LBFGSLineSearch:    2 16:57:48     -905.836051        0.297915
LBFGSLineSearch:    3 16:57:49     -905.902765        0.240808
LBFGSLineSearch:    4 16:57:50     -906.001311        0.237802
LBFGSLineSearch:    5 16:57:51     -906.103312        0.198495
LBFGSLineSearch:    6 16:57:52     -906.126687        0.191329
LBFGSLineSearch:    7 16:57:53     -906.190994        0.174300
LBFGSLineSearch:    8 16:57:54     -906.234161        0.170206
LBFGSLineSearch:    9 16:57:55     -906.247008        0.159585
LBFGSLineSearch:   10 16:57:56     -906.280661        0.152844
LBFGSLineSearch:   11 16:57:56     -906.292873        0.149087
LBFGSLineSearch:   12 16:57:57     -906.310998        0.190560
LBFGSLineSearch:   13 16:57:58     -906.367322        0.164252
LBFGSLineSearch:   14 16:57:59     -906.389445        0.230040
LBFGSLineSearch:   15 16:58:00     -906.425378        0.186316
LBFGSLineSearch:   16 16:58:01     -906.490787        0.157858
LBFGSLineSearch:   17 16:58:02     -906.506469        0.171061
LBFGSLineSearch:   18 16:58:03     -906.551785        0.118164
LBFGSLineSearch:   19 16:58:03     -906.562820        0.155699
LBFGSLineSearch:   20 16:58:04     -906.578990        0.167533
LBFGSLineSearch:   21 16:58:05     -906.607846        0.212107
LBFGSLineSearch:   22 16:58:06     -906.640717        0.109240
LBFGSLineSearch:   23 16:58:07     -906.646904        0.107542
LBFGSLineSearch:   24 16:58:08     -906.659801        0.080996
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:58:09     -904.868582        0.763377
LBFGSLineSearch:    1 16:58:10     -905.655172        0.261701
LBFGSLineSearch:    2 16:58:10     -905.763044        0.318414
LBFGSLineSearch:    3 16:58:11     -905.831312        0.233601
LBFGSLineSearch:    4 16:58:12     -905.927174        0.222639
LBFGSLineSearch:    5 16:58:13     -906.024547        0.173987
LBFGSLineSearch:    6 16:58:14     -906.045994        0.195091
LBFGSLineSearch:    7 16:58:15     -906.107871        0.174301
LBFGSLineSearch:    8 16:58:16     -906.134889        0.170731
LBFGSLineSearch:    9 16:58:17     -906.152934        0.169564
LBFGSLineSearch:   10 16:58:17     -906.162493        0.168618
LBFGSLineSearch:   11 16:58:18     -906.178252        0.164515
LBFGSLineSearch:   12 16:58:19     -906.210987        0.158754
LBFGSLineSearch:   13 16:58:20     -906.284128        0.172746
LBFGSLineSearch:   14 16:58:21     -906.306186        0.173720
LBFGSLineSearch:   15 16:58:22     -906.355043        0.129181
LBFGSLineSearch:   16 16:58:23     -906.372921        0.190815
LBFGSLineSearch:   17 16:58:24     -906.427494        0.097913
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:58:24     -905.066687        0.600863
LBFGSLineSearch:    1 16:58:25     -905.814211        0.231215
LBFGSLineSearch:    2 16:58:26     -905.926793        0.281501
LBFGSLineSearch:    3 16:58:27     -905.989755        0.243633
LBFGSLineSearch:    4 16:58:28     -906.083211        0.221359
LBFGSLineSearch:    5 16:58:29     -906.176746        0.165509
LBFGSLineSearch:    6 16:58:30     -906.199614        0.192777
LBFGSLineSearch:    7 16:58:31     -906.261290        0.169797
LBFGSLineSearch:    8 16:58:32     -906.305697        0.173271
LBFGSLineSearch:    9 16:58:33     -906.318361        0.151233
LBFGSLineSearch:   10 16:58:34     -906.352364        0.150428
LBFGSLineSearch:   11 16:58:35     -906.368622        0.181631
LBFGSLineSearch:   12 16:58:35     -906.426509        0.143580
LBFGSLineSearch:   13 16:58:36     -906.442398        0.215342
LBFGSLineSearch:   14 16:58:37     -906.484362        0.144340
LBFGSLineSearch:   15 16:58:39     -906.532236        0.173550
LBFGSLineSearch:   16 16:58:39     -906.554065        0.107623
LBFGSLineSearch:   17 16:58:40     -906.568033        0.134929
LBFGSLineSearch:   18 16:58:41     -906.589771        0.231733
LBFGSLineSearch:   19 16:58:42     -906.628502        0.147763
LBFGSLineSearch:   20 16:58:43     -906.660730        0.204771
LBFGSLineSearch:   21 16:58:44     -906.670961        0.133471
LBFGSLineSearch:   22 16:58:45     -906.697576        0.049791
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:58:45     -904.799098        0.724537
LBFGSLineSearch:    1 16:58:46     -905.587295        0.262827
LBFGSLineSearch:    2 16:58:47     -905.694564        0.349763
LBFGSLineSearch:    3 16:58:47     -905.765944        0.267271
LBFGSLineSearch:    4 16:58:48     -905.864473        0.250290
LBFGSLineSearch:    5 16:58:50     -905.958619        0.185569
LBFGSLineSearch:    6 16:58:50     -905.979511        0.194357
LBFGSLineSearch:    7 16:58:51     -906.039998        0.175443
LBFGSLineSearch:    8 16:58:52     -906.068896        0.171377
LBFGSLineSearch:    9 16:58:53     -906.088707        0.168859
LBFGSLineSearch:   10 16:58:54     -906.101449        0.180274
LBFGSLineSearch:   11 16:58:55     -906.135835        0.157162
LBFGSLineSearch:   12 16:58:55     -906.149216        0.151911
LBFGSLineSearch:   13 16:58:56     -906.169304        0.200131
LBFGSLineSearch:   14 16:58:57     -906.237185        0.140778
LBFGSLineSearch:   15 16:58:58     -906.255004        0.220712
LBFGSLineSearch:   16 16:58:59     -906.305132        0.120179
LBFGSLineSearch:   17 16:59:00     -906.324375        0.231909
LBFGSLineSearch:   18 16:59:01     -906.380792        0.116925
LBFGSLineSearch:   19 16:59:01     -906.399894        0.134040
LBFGSLineSearch:   20 16:59:02     -906.419101        0.176305
LBFGSLineSearch:   21 16:59:03     -906.454850        0.141326
LBFGSLineSearch:   22 16:59:04     -906.488683        0.120372
LBFGSLineSearch:   23 16:59:05     -906.500389        0.173826
LBFGSLineSearch:   24 16:59:06     -906.524609        0.105602
LBFGSLineSearch:   25 16:59:07     -906.531144        0.098557
                 Step     Time          Energy          fmax
LBFGSLineSearch:    0 16:59:07     -905.067290        0.647372
LBFGSLineSearch:    1 16:59:08     -905.810481        0.231502
LBFGSLineSearch:    2 16:59:09     -905.923056        0.251253
LBFGSLineSearch:    3 16:59:10     -905.986858        0.234833
LBFGSLineSearch:    4 16:59:11     -906.082755        0.240394
LBFGSLineSearch:    5 16:59:12     -906.177684        0.164771
LBFGSLineSearch:    6 16:59:13     -906.201011        0.191778
LBFGSLineSearch:    7 16:59:14     -906.260284        0.183930
LBFGSLineSearch:    8 16:59:15     -906.303512        0.172353
